Index, MSB,   LSB,   PRG,   Name
1395,  080,   000,   106,   Loud & Metal
1396,  080,   000,   107,   Heavy DistGt
1397,  080,   000,   108,   Power Mute
1398,  080,   000,   109,   Muted OD
1399,  080,   000,   110,   Combo Drive
1400,  080,   000,   111,   Ring Gt.
1401,  080,   000,   112,   Scream Drive
1402,  080,   000,   113,   Gt.Pinch Wah
1403,  080,   000,   114,   Power DistGt
1404,  080,   000,   115,   Triple Gt
1405,  080,   000,   116,   Reverse Harm
1406,  080,   000,   117,   Drivin'Uprit
1407,  080,   000,   118,   Enh.Aco Bass
1408,  080,   000,   119,   Pre Bass
1409,  080,   000,   120,   Comp Finger
1410,  080,   000,   121,   Octrv Finger
1411,  080,   000,   122,   Rock Bass
1412,  080,   000,   123,   Dist Bass
1413,  080,   000,   124,   Solo Fretles
1414,  080,   000,   125,   WahSlapBass
1415,  080,   000,   126,   Froggy Bass
1416,  080,   000,   127,   3D TB-303
1417,  080,   000,   128,   Acid Dist Bs
1418,  081,   000,   001,   Blown Bass
1419,  081,   000,   002,   Enh.Violin
1420,  081,   000,   003,   Solo Violin
1421,  081,   000,   004,   Enh.Cello
1422,  081,   000,   005,   Overture Str
1423,  081,   000,   006,   St.Trem Str2
1424,  081,   000,   007,   St.Strings 2
1425,  081,   000,   008,   Intim8String
1426,  081,   000,   009,   Str&Brs Orch
1427,  081,   000,   010,   St.Orchestr2
1428,  081,   000,   011,   St.Slow Str2
1429,  081,   000,   012,   ChamberPlyrs
1430,  081,   000,   013,   Prelude
1431,  081,   000,   014,   Tape Strings
1432,  081,   000,   015,   JP Strings
1433,  081,   000,   016,   PhaseSyn.Str
1434,  081,   000,   017,   SciFi Choir
1435,  081,   000,   018,   Rich Choir
1436,  081,   000,   019,   St.Sm Choir2
1437,  081,   000,   020,   Tron Choir
1438,  081,   000,   021,   ScatterDanze
1439,  081,   000,   022,   Choral Brass
1440,  081,   000,   023,   Vocal Keys
1441,  081,   000,   024,   SampleThe80s
1442,  081,   000,   025,   Spectravox
1443,  081,   000,   026,   Formantic
1444,  081,   000,   027,   Vocoder Wave
1445,  081,   000,   028,   Enh.Muted Tp
1446,  081,   000,   029,   St.Big Brass
1447,  081,   000,   030,   ConcertHorns
1448,  081,   000,   031,   Brass Orch
1449,  081,   000,   032,   Loose Lips
1450,  081,   000,   033,   Multi Brass
1451,  081,   000,   034,   SuperJP Brs1
1452,  081,   000,   035,   SuperJP Brs2
1453,  081,   000,   036,   DragginBrass
1454,  081,   000,   037,   Enh.Alto Sax
1455,  081,   000,   038,   Enh.TenorSax
1456,  081,   000,   039,   Enh.Bari Sax
1457,  081,   000,   040,   Sax's Sect
1458,  081,   000,   041,   Reed Romance
1459,  081,   000,   042,   U.S.Patrol
1460,  081,   000,   043,   Enh.Oboe
1461,  081,   000,   044,   Jz.Clarinet2
1462,  081,   000,   045,   Enh.Flute
1463,  081,   000,   046,   Tron Flutes
1464,  081,   000,   047,   Flute&Clari
1465,  081,   000,   048,   Orch Reeds
1466,  081,   000,   049,   Delay Shaku
1467,  081,   000,   050,   DelayOcarina
1468,  081,   000,   051,   DynOrchestra
1469,  081,   000,   052,   Celtic Ens
1470,  081,   000,   053,   Early Ens
1471,  081,   000,   054,   WoodSymphony
1472,  081,   000,   055,   ViennaWoods2
1473,  081,   000,   056,   Stage Woods
1474,  081,   000,   057,   TremoloFlute
1475,  081,   000,   058,   SupportWoods
1476,  081,   000,   059,   Fiddle&Oboe
1477,  081,   000,   060,   Mono Blues
1478,  081,   000,   061,   TravlnFlutes
1479,  081,   000,   062,   DistordedSAW
1480,  081,   000,   063,   The Leader
1481,  081,   000,   064,   SH-2 Lead
1482,  081,   000,   065,   JP-6 Lead
1483,  081,   000,   066,   Glassy Saws
1484,  081,   000,   067,   Too Pure
1485,  081,   000,   068,   Mono Analog
1486,  081,   000,   069,   Charang Lead
1487,  081,   000,   070,   Phase Wire
1488,  081,   000,   071,   Flanging 5th
1489,  081,   000,   072,   BOG
1490,  081,   000,   073,   Solo Twang
1491,  081,   000,   074,   Koto Power
1492,  081,   000,   075,   Dulcid Solo
1493,  081,   000,   076,   Wine Guitar
1494,  081,   000,   077,   Leapin' Keys
1495,  081,   000,   078,   New Fantasia
1496,  081,   000,   079,   MilleniumStr
1497,  081,   000,   080,   OB Borealis
1498,  081,   000,   081,   Wet Glass
1499,  081,   000,   082,   VintagePhase
1500,  081,   000,   083,   P-layer
1501,  081,   000,   084,   Ring Glass
1502,  081,   000,   085,   5th Atm /Aft
1503,  081,   000,   086,   Combing
1504,  081,   000,   087,   Modular Life
1505,  081,   000,   088,   KeySyncSynth
1506,  081,   000,   089,   Phase Track
1507,  081,   000,   090,   3D Crystal
1508,  081,   000,   091,   Bright Star
1509,  081,   000,   092,   Technoheadz
1510,  081,   000,   093,   Techno Cave
1511,  081,   000,   094,   Wedo-Wodo
1512,  081,   000,   095,   Dance Sweet
1513,  081,   000,   096,   Dancefloor
1514,  081,   000,   097,   Frogcillator
1515,  081,   000,   098,   Dance Zipper
1516,  081,   000,   099,   Lo-fi Chord
1517,  081,   000,   100,   Sliced
1518,  081,   000,   101,   Dance Chop
1519,  081,   000,   102,   GO WILD!
1520,  081,   000,   103,   Tropics
1521,  081,   000,   104,   FM Fx Bells
1522,  081,   000,   105,   CrystalGlass
1523,  081,   000,   106,   Borealis
1524,  081,   000,   107,   Circular Pad
1525,  081,   000,   108,   Oxigenizer
1526,  081,   000,   109,   Quasar
1527,  081,   000,   110,   PsycheSweep
1528,  081,   000,   111,   Hell Section
1529,  081,   000,   112,   DigitalDrone
1530,  081,   000,   113,   Harp Drop
1531,  081,   000,   114,   Runaway Rez
1532,  081,   000,   115,   Wacky Pizzer
1533,  081,   000,   116,   Reverse Rain
1534,  081,   000,   117,   Starburst
1535,  081,   000,   118,   Tongan Delay
1536,  081,   000,   119,   Cascade
1537,  081,   000,   120,   Legat~Stacat
1538,  081,   000,   121,   Rev Goblin
1539,  081,   000,   122,   FantasySitar
1540,  081,   000,   123,   Rising Sun
1541,  081,   000,   124,   Green Tea
1542,  081,   000,   125,   Jimmy's Koto
1543,  081,   000,   126,   Fly 2 India
1544,  081,   000,   127,   IndianSpirit
1545,  081,   000,   128,   Gt/BsNz MENU
1546,  104,   000,   001,   Standard Set
1547,  104,   000,   009,   Room Set
1548,  104,   000,   017,   Power Set
1549,  104,   000,   025,   Electric Set
1550,  104,   000,   026,   Analog Set
1551,  104,   000,   033,   Jazz Set
1552,  104,   000,   041,   Brush Set
1553,  104,   000,   049,   OrchestraSet
1554,  104,   000,   057,   SFX Set
1555,  105,   000,   001,   StandardSet2
1556,  105,   000,   009,   Room Set 2
1557,  105,   000,   017,   Power Set 2
1558,  105,   000,   025,   Dance Set
1559,  105,   000,   026,   Rave Set
1560,  105,   000,   033,   Jazz Set 2
1561,  105,   000,   041,   Brush Set 2
1562,  105,   000,   049,   OrchestraSet
1563,  105,   000,   057,   SFX Set
1564,  106,   000,   001,   St.Standard
1565,  106,   000,   009,   St.Room
1566,  106,   000,   017,   St.Power
1567,  106,   000,   025,   Rust Set
1568,  106,   000,   026,   Analog2 Set
1569,  106,   000,   033,   St.Jazz
1570,  106,   000,   041,   St.Brush
1571,  106,   000,   049,   OrchestraSet
1572,  106,   000,   057,   SFX Set
1573,  107,   000,   001,   Amb.Standard
1574,  107,   000,   009,   Amb.Room
1575,  107,   000,   017,   Gated Power
1576,  107,   000,   025,   Techno Set
1577,  107,   000,   026,   Bully Set
1578,  107,   000,   033,   Amb.Jazz
1579,  107,   000,   041,   Amb.Brush
1580,  107,   000,   049,   OrchestraSet
1581,  107,   000,   057,   SFX Set
